SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,usageType,operation,ComputeType,ML Activity,Region Code,serviceName
ESYW5U99694FKAMM,JRTCKXETXF,ESYW5U99694FKAMM.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.7640000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5D_8XLARGE,CreateTrainedModel,,Training-ML_R5D_8XLARGE,us-east-1,AWS Clean Rooms
F4RP75H33K4M9U8N,JRTCKXETXF,F4RP75H33K4M9U8N.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,8.2940000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5D_24XLARGE,CreateTrainedModel,,Training-ML_R5D_24XLARGE,us-east-1,AWS Clean Rooms
F8MG7NW33TCRR8J4,JRTCKXETXF,F8MG7NW33TCRR8J4.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,37.6880000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_P4D_24XLARGE,CreateTrainedModel,,Training-ML_P4D_24XLARGE,us-east-1,AWS Clean Rooms
FEBQWXZX5XSRC72C,JRTCKXETXF,FEBQWXZX5XSRC72C.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.5150000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_G5_2XLARGE,CreateTrainedModel,,Training-ML_G5_2XLARGE,us-east-1,AWS Clean Rooms
FGKVBFTPFR6UE78X,JRTCKXETXF,FGKVBFTPFR6UE78X.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.1510000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5_LARGE,CreateTrainedModel,,Training-ML_R5_LARGE,us-east-1,AWS Clean Rooms
FRNWUMYWG6U3VSCT,JRTCKXETXF,FRNWUMYWG6U3VSCT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.72 per hours for USE1-TrainingInstanceHours-ML_G4DN_8XLARGE in US East (N. Virginia),2025-03-01,0,Inf,hours,2.7200000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_G4DN_8XLARGE,CreateTrainedModel,,Training-ML_G4DN_8XLARGE,us-east-1,AWS Clean Rooms
FUE4VMK3V265KGCD,JRTCKXETXF,FUE4VMK3V265KGCD.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.9220000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M6I_4XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M6I_4XLARGE,us-east-1,AWS Clean Rooms
FUPRQJBECXZT6ZGY,JRTCKXETXF,FUPRQJBECXZT6ZGY.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,4.1470000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5D_12XLARGE,CreateTrainedModel,,Training-ML_R5D_12XLARGE,us-east-1,AWS Clean Rooms
GFN3GTBMCKDQ3PX3,JRTCKXETXF,GFN3GTBMCKDQ3PX3.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.4190000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5_8XLARGE,CreateTrainedModel,,Training-ML_R5_8XLARGE,us-east-1,AWS Clean Rooms
GGDD5FXCPMXYS94T,JRTCKXETXF,GGDD5FXCPMXYS94T.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2400000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M4_XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M4_XLARGE,us-east-1,AWS Clean Rooms
GHM2CHHRGNFC53WQ,JRTCKXETXF,GHM2CHHRGNFC53WQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,3.6860000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M6I_16XLARGE,CreateTrainedModel,,Training-ML_M6I_16XLARGE,us-east-1,AWS Clean Rooms
GKYPAUBFC3APQZYB,JRTCKXETXF,GKYPAUBFC3APQZYB.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.1150000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M5_LARGE,StartTrainedModelInferenceJob,,Inference-ML_M5_LARGE,us-east-1,AWS Clean Rooms
GXTN5D9645263YJ5,JRTCKXETXF,GXTN5D9645263YJ5.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.0500000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_T3_MEDIUM,CreateTrainedModel,,Training-ML_T3_MEDIUM,us-east-1,AWS Clean Rooms
GYGXQH92A3HDHPAC,JRTCKXETXF,GYGXQH92A3HDHPAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,16.5600000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_P2_16XLARGE,StartTrainedModelInferenceJob,,Inference-ML_P2_16XLARGE,us-east-1,AWS Clean Rooms
H8UW5YUDH3PE4S7J,JRTCKXETXF,H8UW5YUDH3PE4S7J.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,5.5300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M5_24XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M5_24XLARGE,us-east-1,AWS Clean Rooms
HRWRVWSNDYGGAGQH,JRTCKXETXF,HRWRVWSNDYGGAGQH.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.7200000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G4DN_8XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G4DN_8XLARGE,us-east-1,AWS Clean Rooms
HUD9DKJN8U2RXBYB,JRTCKXETXF,HUD9DKJN8U2RXBYB.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.2100000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5_4XLARGE,CreateTrainedModel,,Training-ML_R5_4XLARGE,us-east-1,AWS Clean Rooms
HXCKCXMX7DNPVQDD,JRTCKXETXF,HXCKCXMX7DNPVQDD.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,3.6720000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C5_18XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C5_18XLARGE,us-east-1,AWS Clean Rooms
J9H6XDAMT6E592SH,JRTCKXETXF,J9H6XDAMT6E592SH.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,3.6290000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_R5_12XLARGE,CreateTrainedModel,,Training-ML_R5_12XLARGE,us-east-1,AWS Clean Rooms
JBEV8EJ4D928QAZP,JRTCKXETXF,JBEV8EJ4D928QAZP.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.9550000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C4_4XLARGE,CreateTrainedModel,,Training-ML_C4_4XLARGE,us-east-1,AWS Clean Rooms
JDSTD8Y65F6VUAFH,JRTCKXETXF,JDSTD8Y65F6VUAFH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.736 per hours for USE1-TrainingInstanceHours-ML_G4DN_XLARGE in US East (N. Virginia),2025-03-01,0,Inf,hours,0.7360000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_G4DN_XLARGE,CreateTrainedModel,,Training-ML_G4DN_XLARGE,us-east-1,AWS Clean Rooms
JKWX2RJ63C4S5HZV,JRTCKXETXF,JKWX2RJ63C4S5HZV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$2.00 per CRPU-Hr for CleanRooms-SQL-Compute:RunCustomSQLDifferentialPrivacy in US East (N. Virginia),2025-03-01,0,Inf,CRPU-Hr,2.0000000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-CleanRooms-SQL-Compute,RunCustomSQLDifferentialPrivacy,CustomSQLDifferentialPrivacy,,us-east-1,AWS Clean Rooms
JUWD5VV76YYVWHUZ,JRTCKXETXF,JUWD5VV76YYVWHUZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,8.6400000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_P2_8XLARGE,CreateTrainedModel,,Training-ML_P2_8XLARGE,us-east-1,AWS Clean Rooms
JYUCDR3AZUAWDGCA,JRTCKXETXF,JYUCDR3AZUAWDGCA.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,4.8900000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G4DN_12XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G4DN_12XLARGE,us-east-1,AWS Clean Rooms
K5HRXA5KJ5QHAN6B,JRTCKXETXF,K5HRXA5KJ5QHAN6B.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2040000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C5_XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C5_XLARGE,us-east-1,AWS Clean Rooms
KMJQHYW87WK5VXHH,JRTCKXETXF,KMJQHYW87WK5VXHH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$4.00 per CRPU-Hr for CleanRooms-PySpark-Compute:RunPySparkAnalysis in US East (N. Virginia),2025-03-01,0,Inf,CRPU-Hr,4.0000000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-CleanRooms-PySpark-Compute,RunPySparkAnalysis,PySpark,,us-east-1,AWS Clean Rooms
KY655ESXN4GKGQVJ,JRTCKXETXF,KY655ESXN4GKGQVJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.4000000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M4_10XLARGE,CreateTrainedModel,,Training-ML_M4_10XLARGE,us-east-1,AWS Clean Rooms
M5Y29NUPUB8FF4NU,JRTCKXETXF,M5Y29NUPUB8FF4NU.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4080000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C5_2XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C5_2XLARGE,us-east-1,AWS Clean Rooms
M7FE6NMJUV7PF3R9,JRTCKXETXF,M7FE6NMJUV7PF3R9.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,4.6660000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C5N_18XLARGE,CreateTrainedModel,,Training-ML_C5N_18XLARGE,us-east-1,AWS Clean Rooms
MCG4PH537T3NKJPP,JRTCKXETXF,MCG4PH537T3NKJPP.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2400000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M4_XLARGE,CreateTrainedModel,,Training-ML_M4_XLARGE,us-east-1,AWS Clean Rooms
MP7GCZKABEZUHS9W,JRTCKXETXF,MP7GCZKABEZUHS9W.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.9090000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C4_8XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C4_8XLARGE,us-east-1,AWS Clean Rooms
MTT4MSM2UWYQBWXD,JRTCKXETXF,MTT4MSM2UWYQBWXD.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4800000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M4_2XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M4_2XLARGE,us-east-1,AWS Clean Rooms
N3FTPMBFNH45C3EV,JRTCKXETXF,N3FTPMBFNH45C3EV.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,5.1200000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_G5_16XLARGE,StartTrainedModelInferenceJob,,Inference-ML_G5_16XLARGE,us-east-1,AWS Clean Rooms
N5UUKTKFNHJVFPGW,JRTCKXETXF,N5UUKTKFNHJVFPGW.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M5_XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M5_XLARGE,us-east-1,AWS Clean Rooms
N7TKDQVJD42PVFY5,JRTCKXETXF,N7TKDQVJD42PVFY5.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,6.5280000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C6I_32XLARGE,CreateTrainedModel,,Training-ML_C6I_32XLARGE,us-east-1,AWS Clean Rooms
N82E276C5P896STJ,JRTCKXETXF,N82E276C5P896STJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,2.7650000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M6I_12XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M6I_12XLARGE,us-east-1,AWS Clean Rooms
N93ESTAK2CG5AKXC,JRTCKXETXF,N93ESTAK2CG5AKXC.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,28.5000000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_TRN1N_32XLARGE,CreateTrainedModel,,Training-ML_TRN1N_32XLARGE,us-east-1,AWS Clean Rooms
NE85ER6X7C3F9HER,JRTCKXETXF,NE85ER6X7C3F9HER.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,1.8360000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_C5_9XLARGE,StartTrainedModelInferenceJob,,Inference-ML_C5_9XLARGE,us-east-1,AWS Clean Rooms
NGBYJAY97T96NTZH,JRTCKXETXF,NGBYJAY97T96NTZH.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.2300000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_M5_XLARGE,CreateTrainedModel,,Training-ML_M5_XLARGE,us-east-1,AWS Clean Rooms
NNQ9HPX7D56E7SHT,JRTCKXETXF,NNQ9HPX7D56E7SHT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.656 per CRPU-Hr for CleanRooms-SQL-Compute:RunSQLAnalysis in US East (N. Virginia),2025-03-01,0,Inf,CRPU-Hr,0.6560000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-CleanRooms-SQL-Compute,RunSQLAnalysis,SQL,,us-east-1,AWS Clean Rooms
NUXB76QJSNCZSJ89,JRTCKXETXF,NUXB76QJSNCZSJ89.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.8160000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_C5_4XLARGE,CreateTrainedModel,,Training-ML_C5_4XLARGE,us-east-1,AWS Clean Rooms
NWMETKPG4G7H34RB,JRTCKXETXF,NWMETKPG4G7H34RB.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,0.4610000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-InferenceInstanceHours-ML_M5_2XLARGE,StartTrainedModelInferenceJob,,Inference-ML_M5_2XLARGE,us-east-1,AWS Clean Rooms
NX7SYX8X28VS6ERR,JRTCKXETXF,NX7SYX8X28VS6ERR.JRTCKXETXF.6YS6EN2CT7,OnDemand,AWS Clean Rooms ML Custom Modeling- Compute,2025-03-01,0,Inf,hours,113.0700000000,USD,AWS Clean Rooms,AWSCleanRooms,US East (N. Virginia),AWS Region,USE1-TrainingInstanceHours-ML_P5_48XLARGE,CreateTrainedModel,,Training-ML_P5_48XLARGE,us-east-1,AWS Clean Rooms
