SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,RelatedTo,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Storage Media,Volume Type,Min Volume Size,Max Volume Size,usageType,operation,Availability Zone,Capacity Usage,Dedicated EBS Throughput,Enhanced Networking Supported,Processor Features,Region Code,serviceName,Type
HJWRX6XY5RTP4K5T,JRTCKXETXF,HJWRX6XY5RTP4K5T.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.238 per On Demand DMS c5.large Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.2380000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.large,Yes,Compute optimized,2,Intel Xeon Platinum,3.0 Ghz,4 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.c5.large,CreateDMSInstance,Multiple,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
J2FZQX92AREH5JJJ,JRTCKXETXF,J2FZQX92AREH5JJJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.09 per hour for Data Migrations in US East (N. Virginia),2025-03-01,0,Inf,hours,0.0900000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),Other,,,,,,,,,,,,,,,USE1-Data-Migrations,start-data-migration,,,,,,us-east-1,AWS Database Migration Service,Native DB Migrations
JHMANRH2HJRBGXR4,JRTCKXETXF,JHMANRH2HJRBGXR4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.2438 per DMS Serverless 64 DCU capacity DCU hours,2025-03-01,0,Inf,DCU-Hr,5.2438041520,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepCapacityUsg:64,CreateDMSInstance,Single,64,,,,us-east-1,AWS Database Migration Service,Serverless
JQ44DN6P5BTC96UN,JRTCKXETXF,JQ44DN6P5BTC96UN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.036 per On Demand DMS t2.micro Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.0360000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t2.micro,Yes,General purpose,1,Intel Xeon Family,Up to 3.3 GHz,1 GiB,50 GB,Low to Moderate,32-bit or 64-bit,,,,,Multi-AZUsg:dms.t2.micro,CreateDMSInstance,Multiple,,N/A,No,Intel AVX; Intel Turbo,us-east-1,AWS Database Migration Service,
JUE43VFFHPR86669,JRTCKXETXF,JUE43VFFHPR86669.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0372 per On Demand DMS t3.small Instance Hour,2025-03-01,0,Inf,Hrs,0.0372000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t3.small,Yes,General purpose,2,Intel Xeon Family,2.5 GHz,2 GiB,EBS Only,Low to Moderate,64-bit,,,,,InstanceUsg:dms.t3.small,CreateDMSInstance,Single,,N/A,No,N/A,us-east-1,AWS Database Migration Service,
JZKBGFAQHUZQJ4VE,JRTCKXETXF,JZKBGFAQHUZQJ4VE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.952 per On Demand DMS c5.4xlarge Instance Hour,2025-03-01,0,Inf,Hrs,0.9520000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.4xlarge,Yes,Compute optimized,16,Intel Xeon Platinum,3.0 Ghz,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c5.4xlarge,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
JZNM7RCQBUXWD3BV,JRTCKXETXF,JZNM7RCQBUXWD3BV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$21.65184 per On Demand DMS r6i.24xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,21.6518400000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.24xlarge,Yes,Compute optimized,48,Intel Xeon Platinum,Up to 3.0 GHz,384 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r6i.24xlarge,CreateDMSInstance,Multiple,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
K3E43GVWUT47TAYX,JRTCKXETXF,K3E43GVWUT47TAYX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.616 per On Demand DMS c6i.32xlarge Instance Hour,2025-03-01,0,Inf,Hrs,7.6160000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c6i.32xlarge,Yes,Compute optimized,128,Intel Xeon Platinum 8000,Up to 3.1 GHz,256 GiB,EBS Only,50 Gbps,64-bit,,,,,InstanceUsg:dms.c6i.32xlarge,CreateDMSInstance,Single,,40 Gbps,Yes,N/A,us-east-1,AWS Database Migration Service,
K5DJMAJ3HCKDYUFZ,JRTCKXETXF,K5DJMAJ3HCKDYUFZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.072 per On Demand DMS t2.small Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.0720000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t2.small,Yes,General purpose,1,Intel Xeon Family,Up to 3.3 GHz,2 GiB,50 GB,Low to Moderate,32-bit or 64-bit,,,,,Multi-AZUsg:dms.t2.small,CreateDMSInstance,Multiple,,N/A,No,Intel AVX; Intel Turbo,us-east-1,AWS Database Migration Service,
KBWXVKV9VTGG4D58,JRTCKXETXF,KBWXVKV9VTGG4D58.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.3032 per On Demand DMS c6i.12xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,7.3032000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c6i.12xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,32 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.c6i.12xlarge,CreateDMSInstance,Multiple,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
KCGUBBS9FB9SVQQF,A429C66SYZ,KCGUBBS9FB9SVQQF.A429C66SYZ.TKQXKGP374,OnDemand,Global,2025-03-01,0,750,Hrs,0.0000000000,USD,,Replication Server,AWSDatabaseMigrationSvc,Any,AWS Region,t2.micro,Yes,General purpose,1,Intel Xeon Family,Up to 3.3 GHz,1 GiB,50 GB,Low to Moderate,32-bit or 64-bit,,,,,Global-InstanceUsg:dms.t2.micro,CreateDMSInstance,Single,,N/A,No,Intel AVX; Intel Turbo,,AWS Database Migration Service,
KH3H36P8TRE69TJU,JRTCKXETXF,KH3H36P8TRE69TJU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$31.4628 per DMS Serverless 192 DCU capacity Multi-AZ DCU hours,2025-03-01,0,Inf,DCU-Hr,31.4628249100,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepMultiAZCapacityUsg:192,CreateDMSInstance,Multiple,192,,,,us-east-1,AWS Database Migration Service,Serverless
KJ2EXY92RVTKXA9B,JRTCKXETXF,KJ2EXY92RVTKXA9B.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.6516 per On Demand DMS c6i.12xlarge Instance Hour,2025-03-01,0,Inf,Hrs,3.6516000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c6i.12xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,32 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c6i.12xlarge,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
KQCSUPNRUT6W39RN,JRTCKXETXF,KQCSUPNRUT6W39RN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$31.4628 per DMS Serverless 384 DCU capacity DCU hours,2025-03-01,0,Inf,DCU-Hr,31.4628249100,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepCapacityUsg:384,CreateDMSInstance,Single,384,,,,us-east-1,AWS Database Migration Service,Serverless
KTW5PXVXBGBC2ZXU,JRTCKXETXF,KTW5PXVXBGBC2ZXU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.353 per On Demand DMS r5.xlarge Instance Hour,2025-03-01,0,Inf,Hrs,0.3530000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.xlarge,Yes,Memory optimized,4,Intel Xeon Platinum 8000,Up to 3.1 GHz,32 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r5.xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
M4GPW2XBP3223DAG,JRTCKXETXF,M4GPW2XBP3223DAG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$7.21728 per On Demand DMS r6i.8xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,7.2172800000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.8xlarge,Yes,Memory optimized,32,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r6i.8xlarge,CreateDMSInstance,Multiple,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
M87W9TCMXEU3V88N,JRTCKXETXF,M87W9TCMXEU3V88N.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.176 per On Demand DMS r6i.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1760000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.large,Yes,Memory optimized,2,Intel Xeon Platinum 8000,Up to 3.1 GHz,16 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r6i.large,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
MJ49KZGSUTCHSNV5,JRTCKXETXF,MJ49KZGSUTCHSNV5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0186 per On Demand DMS t3.micro Instance Hour,2025-03-01,0,Inf,Hrs,0.0186000000,USD,WNWC54TYXU97TDF6,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t3.micro,Yes,General purpose,2,Intel Xeon Family,2.5 GHz,1 GiB,EBS Only,Low to Moderate,64-bit,,,,,InstanceUsg:dms.t3.micro,CreateDMSInstance,Single,,N/A,No,N/A,us-east-1,AWS Database Migration Service,
MX3F7TX7A2TMB847,JRTCKXETXF,MX3F7TX7A2TMB847.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.706 per On Demand DMS r5.xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.7060000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.xlarge,Yes,Memory optimized,4,Intel Xeon Platinum 8000,Up to 3.1 GHz,32 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r5.xlarge,CreateDMSInstance,Multiple,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
MZGHFRYZXNJDZWGQ,JRTCKXETXF,MZGHFRYZXNJDZWGQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.308 per On Demand DMS c4.xlarge Instance Hour,2025-03-01,0,Inf,Hrs,0.3080000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c4.xlarge,Yes,General purpose,4,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,7.5 GiB,100 GB,High,64-bit,,,,,InstanceUsg:dms.c4.xlarge,CreateDMSInstance,Single,,750 Mbps,Yes,Intel AVX; Intel AVX2; Intel Turbo,us-east-1,AWS Database Migration Service,
N2D7KKRFCEB9FVMW,JRTCKXETXF,N2D7KKRFCEB9FVMW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$14.43456 per On Demand DMS r6i.16xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,14.4345600000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r6i.16xlarge,CreateDMSInstance,Multiple,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
N9XAPDGPC2F5BDPV,JRTCKXETXF,N9XAPDGPC2F5BDPV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$10.4876 per DMS Serverless 128 DCU capacity DCU hours,2025-03-01,0,Inf,DCU-Hr,10.4876083000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepCapacityUsg:128,CreateDMSInstance,Single,128,,,,us-east-1,AWS Database Migration Service,Serverless
NC4KJTWZBCWNEWJA,JRTCKXETXF,NC4KJTWZBCWNEWJA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$1.65 per On Demand DMS r4.2xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,1.6500000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r4.2xlarge,Yes,Memory optimized,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,61 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.r4.2xlarge,CreateDMSInstance,Multiple,,1600 Mbps,Yes,Intel AVX,Intel AVX2,Intel Turbo,us-east-1,AWS Database Migration Service,
NE2EYVJ4K8PBCVYD,JRTCKXETXF,NE2EYVJ4K8PBCVYD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.146 per On Demand DMS t2.medium Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.1460000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t2.medium,Yes,General purpose,2,Intel Xeon Family,Up to 3.3 GHz,4 GiB,50 GB,Low to Moderate,32-bit or 64-bit,,,,,Multi-AZUsg:dms.t2.medium,CreateDMSInstance,Multiple,,N/A,No,Intel AVX; Intel Turbo,us-east-1,AWS Database Migration Service,
NGHFMXSFRMDZCHAW,JRTCKXETXF,NGHFMXSFRMDZCHAW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.115 per GB-month of provisioned GP2 storage,2025-03-01,0,Inf,GB-Mo,0.1150000000,USD,,Replication Storage,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,SSD,General Purpose,50 GB,6 TB,DMS:GP2-Storage,CreateDMSInstance,Single,,,,,us-east-1,AWS Database Migration Service,
NVZ6BFQDSP2JVW3Q,JRTCKXETXF,NVZ6BFQDSP2JVW3Q.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.808 per On Demand DMS c6i.16xlarge Instance Hour,2025-03-01,0,Inf,Hrs,3.8080000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c6i.16xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,32 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c6i.16xlarge,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
PTV7SVFR5MHDNRVB,JRTCKXETXF,PTV7SVFR5MHDNRVB.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.41296 per On Demand DMS r5.12xlarge Instance Hour,2025-03-01,0,Inf,Hrs,5.4129600000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r5.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8000,Up to 3.1 GHz,384 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r5.12xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
Q6HQ4T7GC66C2P7D,JRTCKXETXF,Q6HQ4T7GC66C2P7D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.154 per On Demand DMS c4.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1540000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c4.large,Yes,General purpose,2,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,3.75 GiB,100 GB,Moderate,64-bit,,,,,InstanceUsg:dms.c4.large,CreateDMSInstance,Single,,500 Mbps,Yes,Intel AVX; Intel AVX2; Intel Turbo,us-east-1,AWS Database Migration Service,
Q75CQTW9K4R36HTE,JRTCKXETXF,Q75CQTW9K4R36HTE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$3.60864 per On Demand DMS r6i.8xlarge Instance Hour,2025-03-01,0,Inf,Hrs,3.6086400000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,r6i.8xlarge,Yes,Memory optimized,32,Intel Xeon Platinum 8000,Up to 3.1 GHz,128 GiB,EBS Only,10 Gigabit,64-bit,,,,,InstanceUsg:dms.r6i.8xlarge,CreateDMSInstance,Single,,N/A,Yes,N/A,us-east-1,AWS Database Migration Service,
QFPQ2XEK363FKAJC,JRTCKXETXF,QFPQ2XEK363FKAJC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.1489 per On Demand DMS t3.large Instance Hour,2025-03-01,0,Inf,Hrs,0.1489000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,t3.large,Yes,General purpose,2,Intel Xeon Family,2.5 GHz,8 GiB,EBS Only,Low to Moderate,64-bit,,,,,InstanceUsg:dms.t3.large,CreateDMSInstance,Single,,N/A,No,N/A,us-east-1,AWS Database Migration Service,
QSMJDQHE6VH6R3JG,JRTCKXETXF,QSMJDQHE6VH6R3JG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.616 per On Demand DMS c4.xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,0.6160000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c4.xlarge,Yes,General purpose,4,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,7.5 GiB,100 GB,High,64-bit,,,,,Multi-AZUsg:dms.c4.xlarge,CreateDMSInstance,Multiple,,750 Mbps,Yes,Intel AVX; Intel AVX2; Intel Turbo,us-east-1,AWS Database Migration Service,
QUYD73CQ9T8WC86U,JRTCKXETXF,QUYD73CQ9T8WC86U.JRTCKXETXF.6YS6EN2CT7,OnDemand,$5.4774 per On Demand DMS c5.9xlarge Multi-AZ Instance Hour,2025-03-01,0,Inf,Hrs,5.4774000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.9xlarge,Yes,Compute optimized,32,Intel Xeon Platinum,Up to 3.0 GHz,4 GiB,100 GB,Up to 10 Gigabit,64-bit,,,,,Multi-AZUsg:dms.c5.9xlarge,CreateDMSInstance,Multiple,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
QZDK2QRKE35N8XJ6,JRTCKXETXF,QZDK2QRKE35N8XJ6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.476 per On Demand DMS c5.2xlarge Instance Hour,2025-03-01,0,Inf,Hrs,0.4760000000,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,c5.2xlarge,Yes,Compute optimized,8,Intel Xeon Platinum,3.0 Ghz,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,,,,InstanceUsg:dms.c5.2xlarge,CreateDMSInstance,Single,,Upto 2250 Mbps,Yes,Intel AVX,Intel AVX2,Intel AVX512,Intel Turbo,us-east-1,AWS Database Migration Service,
R7AKX5UP7W8S7UQY,JRTCKXETXF,R7AKX5UP7W8S7UQY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.3277 per DMS Serverless 4 DCU capacity DCU hours,2025-03-01,0,Inf,DCU-Hr,0.3277377590,USD,,Replication Server,AWSDatabaseMigrationSvc,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,USE1-DMSServerlessRepCapacityUsg:4,CreateDMSInstance,Single,4,,,,us-east-1,AWS Database Migration Service,Serverless
